sex_orientation,race,edu,food_security,income_group,citizen_years,type,degree
Bisexual,Hispanic,Bachelor's degree,Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Bisexual,Hispanic,Bachelor's degree,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,Master's degree,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Bisexual,White,High school graduate,Low food security,"$35,000 to $49,999",US Citizen,anxiety,Moderate
Bisexual,White,High school graduate,Low food security,"$35,000 to $49,999",US Citizen,depression,Moderate
Straight,White,Bachelor's degree,Food secure,"$35,000 to $49,999",US Citizen,anxiety,Mild
Straight,White,Bachelor's degree,Food secure,"$35,000 to $49,999",US Citizen,depression,Mild
Straight,White,Bachelor's degree,Very low food security,"$0 to $34,999",US Citizen,anxiety,Moderate
Straight,White,Bachelor's degree,Very low food security,"$0 to $34,999",US Citizen,depression,Moderate
Straight,White,Associate degree,Food secure,"$50,000 to $74,999",US Citizen,anxiety,Mild
Straight,White,"Some college, no degree",Food secure,"$35,000 to $49,999",US Citizen,anxiety,Mild
Straight,White,"Some college, no degree",Food secure,"$35,000 to $49,999",US Citizen,depression,Mild
Straight,White,Bachelor's degree,Food secure,"$75,000 to $99,999",US Citizen,anxiety,Mild
Straight,White,Bachelor's degree,Food secure,"$75,000 to $99,999",US Citizen,depression,Mild
Straight,White,GED or equivalent,Low food security,"$35,000 to $49,999",US Citizen,anxiety,Moderate
Straight,White,GED or equivalent,Low food security,"$35,000 to $49,999",US Citizen,depression,Severe
Straight,White,Bachelor's degree,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,Black/African American,Less than a high school diploma,Very low food security,"$0 to $34,999",US Citizen,anxiety,Severe
Straight,Black/African American,Less than a high school diploma,Very low food security,"$0 to $34,999",US Citizen,depression,Severe
Straight,White,GED or equivalent,Food secure,"$0 to $34,999",US Citizen,depression,Moderate
Straight,White,Associate degree,Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,White,High school graduate,Low food security,"$0 to $34,999",US Citizen,anxiety,Moderate
Straight,White,High school graduate,Low food security,"$0 to $34,999",US Citizen,depression,Moderate
Straight,Black/African American,"Some college, no degree",Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,Black/African American,"Some college, no degree",Food secure,"$100,000 or greater",US Citizen,depression,Mild
Straight,White,"Some college, no degree",Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,American Indian and Alaska Native,Less than a high school diploma,Low food security,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,"Some college, no degree",Low food security,"$0 to $34,999",US Citizen,anxiety,Severe
Straight,White,"Some college, no degree",Low food security,"$0 to $34,999",US Citizen,depression,Severe
Straight,Black/African American,Bachelor's degree,Food secure,"$35,000 to $49,999",US Citizen,depression,Mild
Straight,Black/African American,"Some college, no degree",Low food security,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,depression,Moderate
Straight,White,"Some college, no degree",Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Straight,White,Master's degree,Food secure,"$75,000 to $99,999",US Citizen,anxiety,Mild
Straight,White,Master's degree,Food secure,"$75,000 to $99,999",US Citizen,depression,Mild
Straight,White,Associate degree,Food secure,"$100,000 or greater",US Citizen,depression,Mild
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,"Some college, no degree",Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,High school graduate,Food secure,"$75,000 to $99,999",US Citizen,depression,Mild
Straight,White,High school graduate,Food secure,"$50,000 to $74,999",US Citizen,anxiety,Moderate
Straight,White,High school graduate,Food secure,"$50,000 to $74,999",US Citizen,depression,Severe
Straight,Black/African American,Bachelor's degree,Food secure,"$35,000 to $49,999",US Citizen,depression,Mild
Straight,Black/African American,"Some college, no degree",Low food security,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,Bachelor's degree,Food secure,"$50,000 to $74,999",US Citizen,anxiety,Mild
Straight,White,Associate degree,Food secure,"$0 to $34,999",US Citizen,anxiety,Severe
Straight,White,Associate degree,Food secure,"$0 to $34,999",US Citizen,depression,Severe
Bisexual,White,Master's degree,Food secure,"$35,000 to $49,999",US Citizen,anxiety,Moderate
Bisexual,White,Master's degree,Food secure,"$35,000 to $49,999",US Citizen,depression,Moderate
Straight,White,Bachelor's degree,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,High school graduate,Low food security,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,White,High school graduate,Low food security,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,"Some college, no degree",Low food security,"$0 to $34,999",US Citizen,anxiety,Moderate
Straight,White,GED or equivalent,Food secure,"$0 to $34,999",US Citizen,anxiety,Severe
Straight,White,GED or equivalent,Food secure,"$0 to $34,999",US Citizen,depression,Severe
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,anxiety,Moderate
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,depression,Severe
Straight,White,Associate degree,Very low food security,"$35,000 to $49,999",US Citizen,anxiety,Severe
Straight,White,Associate degree,Very low food security,"$35,000 to $49,999",US Citizen,depression,Moderate
Something else,Hispanic,High school graduate,Food secure,"$75,000 to $99,999",US Citizen,anxiety,Mild
Something else,Hispanic,High school graduate,Food secure,"$75,000 to $99,999",US Citizen,depression,Moderate
Straight,Black/African American,Less than a high school diploma,Low food security,"$35,000 to $49,999",US Citizen,anxiety,Severe
Straight,Black/African American,Less than a high school diploma,Low food security,"$35,000 to $49,999",US Citizen,depression,Severe
Straight,White,Bachelor's degree,Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Straight,Hispanic,"Some college, no degree",Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,Hispanic,"Some college, no degree",Food secure,"$100,000 or greater",US Citizen,depression,Mild
Straight,Hispanic,High school graduate,Very low food security,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,Hispanic,High school graduate,Very low food security,"$0 to $34,999",US Citizen,depression,Mild
Straight,Hispanic,Less than a high school diploma,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,High school graduate,Food secure,"$50,000 to $74,999",US Citizen,anxiety,Mild
Straight,White,High school graduate,Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Straight,White,Associate degree,Food secure,"$35,000 to $49,999",US Citizen,anxiety,Mild
Straight,White,Associate degree,Food secure,"$35,000 to $49,999",US Citizen,depression,Moderate
Straight,White,Master's degree,Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Straight,Black/African American,"Some college, no degree",Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Straight,White,Associate degree,Food secure,"$50,000 to $74,999",US Citizen,anxiety,Moderate
Straight,White,Associate degree,Food secure,"$50,000 to $74,999",US Citizen,depression,Severe
Straight,Black/African American,Associate degree,Food secure,"$50,000 to $74,999",US Citizen,depression,Mild
Straight,Black/African American,High school graduate,Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,Black/African American,High school graduate,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,"Some college, no degree",Food secure,"$35,000 to $49,999",US Citizen,depression,Mild
Straight,Black/African American,Associate degree,Food secure,"$75,000 to $99,999",US Citizen,depression,Mild
Straight,Asian,Never attended/kindergarten only,Food secure,"$0 to $34,999","Non-US Citizen, 15 years or more",depression,Mild
Straight,Hispanic,"Some college, no degree",Food secure,"$0 to $34,999","Non-US Citizen, 5 to less than 10 years",depression,Mild
Straight,Hispanic,Less than a high school diploma,Low food security,"$0 to $34,999",US Citizen,depression,Mild
Straight,Hispanic,Master's degree,Food secure,"$0 to $34,999",US Citizen,anxiety,Moderate
Straight,Hispanic,Master's degree,Food secure,"$0 to $34,999",US Citizen,depression,Moderate
Straight,Hispanic,Less than a high school diploma,Low food security,"$0 to $34,999","Non-US Citizen, 15 years or more",anxiety,Mild
Straight,Hispanic,Master's degree,Food secure,"$75,000 to $99,999",US Citizen,anxiety,Mild
Straight,Hispanic,Associate degree,Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,Hispanic,Associate degree,Food secure,"$100,000 or greater",US Citizen,depression,Mild
Straight,White,Bachelor's degree,Food secure,"$50,000 to $74,999","Non-US Citizen, 5 to less than 10 years",anxiety,Mild
Straight,Asian,Professional school degree,Food secure,"$100,000 or greater",US Citizen,depression,Mild
Straight,White,High school graduate,Food secure,"$35,000 to $49,999",US Citizen,anxiety,Mild
Straight,White,High school graduate,Food secure,"$35,000 to $49,999",US Citizen,depression,Mild
Straight,White,Bachelor's degree,Food secure,"$35,000 to $49,999",US Citizen,anxiety,Moderate
Straight,White,Bachelor's degree,Food secure,"$35,000 to $49,999",US Citizen,depression,Moderate
Straight,Hispanic,High school graduate,Very low food security,"$0 to $34,999",US Citizen,anxiety,Severe
Straight,Hispanic,High school graduate,Very low food security,"$0 to $34,999",US Citizen,depression,Severe
Straight,Black/African American,Associate degree,Very low food security,"$0 to $34,999",US Citizen,depression,Mild
Bisexual,Black/African American,"Some college, no degree",Very low food security,"$0 to $34,999",US Citizen,anxiety,Mild
Bisexual,Black/African American,"Some college, no degree",Very low food security,"$0 to $34,999",US Citizen,depression,Mild
Straight,Black/African American,"Some college, no degree",Very low food security,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,Black/African American,"Some college, no degree",Very low food security,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,Less than a high school diploma,Food secure,"$35,000 to $49,999",US Citizen,anxiety,Severe
Straight,White,Less than a high school diploma,Food secure,"$35,000 to $49,999",US Citizen,depression,Moderate
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,anxiety,Moderate
Straight,White,High school graduate,Food secure,"$0 to $34,999",US Citizen,depression,Moderate
Straight,Hispanic,High school graduate,Food secure,"$75,000 to $99,999",US Citizen,anxiety,Severe
Straight,Hispanic,High school graduate,Food secure,"$75,000 to $99,999",US Citizen,depression,Moderate
Straight,White,GED or equivalent,Food secure,"$35,000 to $49,999",US Citizen,anxiety,Moderate
Straight,White,GED or equivalent,Food secure,"$35,000 to $49,999",US Citizen,depression,Mild
Straight,Hispanic,Less than a high school diploma,Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,Hispanic,Less than a high school diploma,Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,"Some college, no degree",Food secure,"$100,000 or greater",US Citizen,depression,Mild
Straight,White,Less than a high school diploma,Food secure,"$35,000 to $49,999",US Citizen,anxiety,Severe
Straight,White,Less than a high school diploma,Food secure,"$35,000 to $49,999",US Citizen,depression,Moderate
Straight,White,Associate degree,Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,Hispanic,Never attended/kindergarten only,Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,Hispanic,Never attended/kindergarten only,Food secure,"$0 to $34,999",US Citizen,depression,Moderate
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,depression,Mild
Straight,White,"Some college, no degree",Food secure,"$0 to $34,999",US Citizen,depression,Mild
Straight,White,Master's degree,Food secure,"$75,000 to $99,999",US Citizen,depression,Mild
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,depression,Moderate
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,White,Bachelor's degree,Food secure,"$100,000 or greater",US Citizen,depression,Mild
Straight,Hispanic,Less than a high school diploma,Very low food security,"$35,000 to $49,999",US Citizen,depression,Moderate
Straight,White,Bachelor's degree,Food secure,"$35,000 to $49,999",US Citizen,anxiety,Severe
Straight,White,Bachelor's degree,Food secure,"$35,000 to $49,999",US Citizen,depression,Severe
Straight,Hispanic,Bachelor's degree,Food secure,"$75,000 to $99,999",US Citizen,depression,Mild
Straight,Black/African American,Bachelor's degree,Food secure,"$0 to $34,999",US Citizen,anxiety,Mild
Straight,Hispanic,Bachelor's degree,Food secure,"$35,000 to $49,999",US Citizen,depression,Mild
Straight,White,"Some college, no degree",Food secure,"$100,000 or greater",US Citizen,anxiety,Mild
Straight,White,"Some college, no degree",Food secure,"$100,000 or greater",US Citizen,depression,Severe
Straight,White,High school graduate,Food secure,"$100,000 or greater",US Citizen,anxiety,Moderate
Straight,White,High school graduate,Food secure,"$100,000 or greater",US Citizen,depression,Mild
